StoreTime,FoodTime,MoneySpent
5.51774378861,3.12132848685,212
10.3746349556,3.09357176117,35
5.34707025195,3.67758406806,267
0.55701308056,0.225849451815,0
8.9381413114,8.46637004051,9
4.84035004363,3.94957445209,48
4.25025433483,3.82103888446,159
3.69965449162,3.35935130174,109
0.862318186429,0.541795595893,27
9.93159292689,0.670834929779,23
1.24649431614,0.922719100635,31
4.46436971363,1.36069904243,120
10.1632851755,4.18094674938,45
11.449765054,6.66858602049,69
5.43734800589,0.780328502935,118
7.7967448707,4.32510145568,279
4.53712958733,0.712876658416,30
4.20277395798,0.435319415496,68
1.74053568805,1.44438566717,0
9.11205441064,0.405981381365,158
4.66313767807,4.40500746189,201
10.0891603519,9.8260248724,41
6.29327756265,3.65957139254,77
9.42192235117,2.91761183405,25
8.62475521101,4.71803532355,16
1.96476107584,0.827643373483,4
6.21319526417,5.04667605922,186
10.8092889009,10.2949858639,26
1.52203357863,0.154106347191,20
11.5823701789,7.97985398986,399
3.9500740008,0.732628458648,88
5.22992120059,5.17979173316,233
6.49724738362,1.50774027575,152
11.0592009331,10.0995798279,240
4.75616576187,4.45607406559,26
8.89784426034,4.1285982272,338
10.9156570504,3.26629773051,355
3.45528173447,0.863237926596,98
9.17139815476,1.80661295356,161
3.84996118027,0.207407317771,46
4.71947154274,1.94962274034,36
2.02401239114,0.801489087987,31
2.79058027018,1.72808479213,86
0.272403630704,0.091467903305,0
10.3940608713,2.73478755564,24
7.25114534899,4.65947186576,237
7.65215543924,6.47565775021,157
4.81472177385,0.419776486798,130
11.0091575112,7.69248613606,322
9.67247025775,6.56623113108,128
0.431708866934,0.128465424526,0
2.87444984888,2.51430562039,83
5.90015651325,2.52344281409,144
9.46388710482,3.91390035994,206
3.37411286426,1.95257099496,56
1.21565361625,0.05384696375,30
6.94611339251,4.27146094673,9
7.0906117209,3.98353108665,225
10.4356805688,9.80932397211,529
5.795243723,1.0247154906,152
0.116511410272,0.108150473251,0
2.28875565179,0.707044666072,39
3.76735918288,2.82060051907,103
10.6841681736,9.78392467346,186
4.19635431419,1.16710621505,104
0.0216520393695,0.0113545142898,0
11.6554672276,6.34977978634,416
2.47319043976,0.0447781406869,39
9.30360623281,1.61772833018,261
9.04343593904,2.93081604841,256
2.96826897482,0.0363869806155,1
2.80767229835,2.7761855429,124
5.51729993766,1.15788505486,174
6.20949545079,2.52775070443,21
8.42519309073,3.40014206525,135
9.93448156085,6.76774407329,405
4.32052239822,1.84041229145,162
2.3851306854,0.769705528584,64
9.17929051538,8.45787928906,374
6.95901735905,3.87589303511,179
7.89701219955,0.710336052271,153
8.62015373118,3.96086176689,259
8.2338392713,3.96591997664,125
3.25526198434,3.25405413738,99
0.295385309156,0.240887832688,0
11.5099574028,1.4504134458,311
8.83152032323,5.40695987517,149
3.31609086148,1.48500676196,29
6.48937340119,1.30862484387,126
9.8771697487,1.90387238208,49
8.88813650155,3.98528676111,334
6.37685404018,2.21598812211,9
1.71017048433,1.04053542006,49
10.9569293095,4.36778709844,227
1.05791807481,0.267568023837,30
9.51820737869,7.33142251488,222
4.74547636089,1.15805005457,111
