lat,lng
37.80349794,-122.4326052
37.42499795,-122.1703662
37.6612548,-122.4787741
37.45337368,-122.1929125
37.42555593,-122.0794919
37.68158185,-122.4907828
37.80681924,-122.4387415
37.86737229,-122.2686205
37.53809,-121.96181
37.7646522,-122.4312254
37.2513147,-121.8346383
38.00750601,-121.7864967
37.55905401,-122.3000836
37.81020885,-122.3000823
37.5299312,-121.9822378
37.65347229,-122.0518406
37.8012408,-122.4506182
37.68077714,-122.0820305
37.99976672,-121.8596395
37.33514172,-121.8783224
37.59717957,-122.503686
37.23578769,-121.765727
37.502778,-122.468333
37.61642405,-122.3862791
37.99370263,-122.1205285
37.68787515,-122.4764489
37.35148674,-121.8299776
37.34483487,-121.935441
37.77982098,-122.4455637
37.8411815,-122.1473299
37.68964482,-121.7818234
37.71949267,-122.4833428
37.93787182,-122.3519041
37.5205,-122.276
37.93365531,-122.3358654
37.80622381,-122.4009991
37.76048463,-122.4224544
37.7553867,-121.9086894
37.88607407,-122.0534363
37.78716919,-122.4022788
37.77600432,-121.9684573
37.77403,-122.419071
37.86635017,-122.2557129
37.4073888,-122.0638208
37.44521292,-122.1638152
37.78637567,-122.4532721
37.76929855,-122.2494659
37.79542791,-122.3936284
37.53073878,-122.3299078
37.24524952,-121.8090956
37.3723301,-121.829463
37.76392504,-122.4654313
37.7628,-122.18833
37.62933368,-122.4117426
37.31608286,-122.0502857
37.79814325,-122.3961342
37.7366183,-122.1686465
37.8565986,-121.9753621
37.53219333,-122.3003813
37.42764854,-122.0803794
37.58266778,-122.4902698
37.94685633,-122.0814094
37.70373939,-122.1153566
37.22158606,-121.8800954
37.98172302,-122.3285536
37.7486417,-122.4123944
37.77182582,-122.4046627
37.78378378,-122.4260076
37.36852946,-121.8242075
37.61956324,-122.4241843
37.23861335,-121.9335828
37.94474596,-122.0567182
37.5523109,-122.0149945
37.78683,-122.41378
37.78674213,-122.4077022
37.33498549,-121.8775216
37.66645974,-121.9129569
37.2376106,-121.9159934
37.6839802,-122.1498667
37.44384145,-122.1452905
37.42749819,-122.1387442
37.7652819,-122.1833136
37.36849856,-121.8242731
37.7789967,-122.2827627
37.71971759,-122.4716232
37.83970656,-122.109375
37.84473874,-122.2515384
37.57632945,-122.3125961
37.57875375,-122.3199172
37.761003,-122.435518
37.53493126,-121.9894768
37.97317579,-122.5286073
37.76011451,-122.5100604
37.87086596,-122.5114987
37.78452482,-122.4174352
37.37230655,-121.8296474
37.69587936,-121.9281371
37.8056447,-122.4223745
37.38255698,-122.0558704
37.78219359,-122.3964993
37.3393857,-121.8949555
37.74873562,-122.4116966
37.47432377,-122.164224
37.77585031,-122.4508634
37.7281333,-122.4531376
37.4753441,-122.1646392
37.87047956,-122.2658752
37.35070592,-122.0262183
37.89150963,-122.0555485
37.76964233,-122.458281
37.69237489,-122.0780022
37.8656371,-122.2911429
37.93206636,-122.057097
37.78677377,-122.4038317
37.545839,-121.97791
37.3723628,-121.8296573
37.24144131,-121.8269849
37.58015956,-122.0223803
37.83239295,-122.2547748
37.79060429,-122.389086
37.2345742,-121.7654957
37.76779552,-122.4286168
37.76280438,-122.4263697
37.86834938,-122.2605264
37.95093496,-122.3582077
37.24867478,-121.9396486
37.75610701,-122.4969302
37.71204152,-122.4707961
37.64543689,-122.1130179
37.39735076,-122.0185214
37.79387081,-122.2175617
37.64104389,-122.0838005
37.79827,-122.42223
37.28837983,-121.9172828
37.811587,-122.267247
37.80077972,-122.2501498
37.86863357,-122.258519
37.32467314,-121.9434724
38.01077364,-121.829484
37.83991508,-122.1102724
37.2870366,-122.002307
37.55350942,-121.9848189
37.78527484,-122.4004814
37.29777257,-121.8796983
37.76373,-122.41957
37.6551913,-122.0794842
37.79866134,-122.3944438
37.94626192,-122.0619679
37.89222926,-122.291563
37.75090834,-122.1555341
37.31776438,-121.8253035
37.846782,-122.291412
37.87641332,-122.2885205
37.26175615,-121.81242
37.98348574,-122.3175461
37.69097479,-121.7771802
37.79385523,-122.3924267
37.39891744,-121.9205025
37.85864142,-122.2761215
37.67432179,-122.1501796
37.52311638,-122.2791338
38.01248327,-122.1286034
37.75141203,-122.2009277
37.95247329,-121.7318521
37.96449631,-121.7904732
37.6828152,-122.129538
37.36515073,-122.0257133
37.7588,-122.419
37.7790402,-122.2827204
37.78509089,-122.4114255
37.53354688,-122.2982959
37.34063362,-121.8467677
37.51775758,-122.5128785
37.7247225,-122.4025759
37.98140021,-121.8489385
37.7217498,-122.4784843
37.57737592,-122.3234395
37.80330837,-122.4029903
37.318872,-121.7995927
37.77824189,-122.3914124
37.72532568,-122.1751616
37.825711,-122.0022898
37.7234568,-122.4566595
37.92653752,-122.013535
37.32069321,-121.9489303
37.33042004,-121.8571309
37.70465066,-122.4386427
37.80267,-122.40333
37.35038235,-121.8014805
37.3560566,-121.842844
37.43373818,-122.4414843
37.77138849,-122.2778913
37.71885798,-122.4538998
37.44399856,-122.261185
37.60767871,-122.4970042
37.73913464,-122.1840851
37.53996482,-122.2656995
37.569153,-122.3215068
37.72392012,-122.4817471
37.23725256,-121.8111617
37.5619988,-122.2780584
37.70861848,-122.0506334
37.789729,-122.412009
37.74566607,-121.9638178
37.33008407,-121.7983914
37.61886672,-122.3881444
37.53594305,-122.0136438
37.7600899,-122.4206666
37.35296648,-121.8212543
37.846862,-122.252265
37.22348335,-121.9633184
37.36851021,-121.8241334
37.80201076,-122.4188519
37.78262083,-122.4108267
37.78755617,-122.4410347
37.67629761,-122.1272242
37.30033046,-121.8427037
37.9477791,-121.7217529
37.76901856,-122.4833965
37.68402397,-122.1391311
37.34513942,-121.8861371
37.72187716,-122.4473587
37.37610284,-121.8813526
37.26150764,-121.8487744
37.94711857,-121.9889941
37.70831564,-121.7253355
37.22222518,-121.8795536
37.39495685,-121.8695664
37.7296694,-122.4306355
37.4426383,-122.1650502
37.96029031,-121.7541683
37.86759734,-122.2557882
37.31433186,-121.8061176
37.53429283,-122.0278073
37.78961895,-122.4032157
37.33312865,-121.8905943
37.96680754,-121.7651142
37.93041776,-122.0617214
37.27850658,-121.8854358
37.68754342,-122.140604
37.6526358,-122.0837058
37.70169188,-122.4854456
37.71158692,-121.8811679
37.8375989,-122.2628991
37.35285911,-122.031455
37.73586385,-122.4245334
37.36115062,-121.8319606
37.92107011,-121.72639
37.27037669,-121.9985671
37.63124018,-122.4128657
37.99194319,-121.728602
37.77664258,-122.3948675
37.94189577,-122.3649527
37.72374,-122.4373
37.70084239,-122.0785607
37.76542779,-122.3986318
37.63950482,-122.4284864
37.77383561,-122.4196243
37.52624029,-121.9831955
37.70376519,-122.1154222
37.90785506,-122.2995891
37.75643103,-122.4848894
37.6710608,-122.1245707
37.7051735,-122.4711722
37.78835088,-122.4335498
37.36634614,-121.8473651
37.3324843,-121.8917664
37.76807576,-122.4195962
37.58650786,-122.0528588
37.36847335,-121.8241643
37.3298772,-121.8068036
37.32725228,-121.8185339
37.89539936,-122.0982604
37.3905524,-122.0812437
37.70110575,-122.0969476
37.48327006,-122.1495366
37.5391219,-122.2907246
37.25451833,-121.8251661
37.976695,-121.802513
37.73735381,-121.9534496
37.74693804,-122.1520993
37.33554885,-121.8009268
37.75352869,-122.2296482
38.00575818,-122.1182405
37.78546847,-122.4134494
37.84210799,-122.1071853
37.2716531,-121.9014775
37.72388532,-122.4814026
37.97501321,-122.0321783
37.69707269,-121.7472264
37.83887596,-121.9917528
37.55030025,-122.0561442
37.7866098,-122.4458733
37.4234953,-122.0961036
37.37322026,-121.8444441
37.42443276,-122.1712686
37.23267767,-121.9819676
37.56416059,-122.0152409
37.529082,-122.287613
37.73176375,-122.4886067
37.80522661,-122.4326767
37.788827,-122.391497
37.4135624,-121.9072439
37.7758053,-122.4312739
37.71230404,-122.4131773
37.67537905,-122.1443125
37.5365381,-121.966282
37.8694857,-122.2620862
37.79288024,-122.4837828
37.96955981,-122.0722814
37.3145209,-121.9223209
37.4138801,-122.1459465
37.72220613,-122.430665
37.40920038,-121.9999383
37.61719152,-122.3820894
37.6248592,-122.0895056
37.61561477,-122.0331561
37.32083733,-121.8717064
37.6318951,-122.4093849
37.80809019,-122.2706143
37.721273,-122.477751
37.78579542,-122.405783
37.46389297,-122.4291977
37.6017034,-122.400317
37.2714402,-121.9390997
37.41696955,-121.9033266
37.5940491,-122.0711422
37.33739102,-121.9556884
37.80372977,-122.4340224
37.34491353,-121.9354995
37.3350115,-121.8774837
37.59549698,-122.3856029
37.54154547,-122.0093087
37.33588764,-121.8654746
37.75986384,-122.4628978
37.76894679,-122.2248243
37.65503347,-122.0795739
37.59845666,-122.0125917
37.78730598,-122.2210309
37.30545667,-121.8027032
37.42357291,-121.9174488
37.2359038,-121.7659193
37.94467682,-122.3413603
37.78678264,-122.414876
37.7734553,-122.4405059
37.24374004,-121.8967888
37.58313846,-122.4819124
37.61341447,-122.4063208
37.73709162,-122.4109889
37.97131029,-122.5227004
37.84001617,-122.1111273
37.73967345,-122.4668531
37.9948892,-122.1061908
37.69784376,-122.1218998
37.67042541,-122.0873053
37.93472425,-121.7326376
37.83887596,-121.9917528
37.379614,-122.0762287
37.75141203,-122.2009277
37.66209682,-122.4216843
37.64278537,-122.0910319
37.72646615,-122.4763622
37.7230851,-121.8553868
37.77666031,-122.4153603
37.9729544,-122.3520599
37.65652703,-122.4089288
37.793237,-122.4338997
37.7688977,-122.4026875
37.69769632,-122.1219824
37.68023735,-122.0681821
37.6420015,-122.1066597
37.3145279,-121.9223335
37.32471292,-121.8668333
37.9447671,-122.3413108
37.76397903,-122.433565
37.98182112,-121.8219303
37.73517252,-122.4818352
37.25065371,-121.818599
37.74461292,-121.9403744
37.24416257,-121.8080697
37.72244622,-122.4811626
37.78796854,-122.427052
37.22485052,-121.8715375
37.27837335,-121.9688524
37.34590462,-121.8080471
37.7794957,-121.9741002
37.78398628,-122.4789068
37.53359785,-122.2983787
37.89513689,-122.1013086
37.75422622,-122.409389
37.75495339,-121.9095341
37.5658064,-122.2848523
37.33269929,-121.8892765
37.61642,-122.38629
37.48626754,-122.1995635
37.78559159,-122.288438
37.26138154,-121.9210442
37.74875476,-122.427298
37.8191756,-122.2564557
37.8041046,-122.4767876
37.71082972,-122.4266499
37.84866099,-122.2296003
37.59105687,-122.3689443
37.78352713,-122.4122244
37.3309331,-121.8829482
37.80566838,-122.2841849
37.781739,-122.387766
37.30679246,-121.970102
37.63057109,-122.4309664
37.77633627,-122.4136495
37.24822108,-121.9532529
37.22829271,-121.8825652
37.27573588,-121.9698553
38.01287489,-121.9435752
37.7027796,-122.0164133
37.9706453,-122.3443293
37.44899257,-122.2656682
37.7270785,-122.4648287
37.30436762,-121.8055412
37.39058399,-121.974206
37.86471993,-122.2774911
37.7833563,-122.4092178
37.33390888,-121.8779805
37.32937712,-121.8322669
37.67360387,-122.0920547
37.34968447,-122.0497223
37.23459339,-121.7660801
37.28832731,-121.9817318
37.475371,-122.1646505
37.23785001,-121.9915876
37.62576765,-122.0662135
37.49371349,-122.45957
37.65269735,-122.05248
37.7664563,-122.4062822
37.64270444,-122.091122
37.46041756,-122.14118
37.785834,-122.406417
37.77422032,-122.3989715
37.33561394,-121.8800833
37.36410624,-121.9821032
37.740068,-121.9112537
37.74742654,-122.1532774
37.65908725,-122.4783397
37.25227238,-121.8933257
37.63284212,-122.4723173
37.25243623,-121.8726768
37.40701912,-122.1198653
37.82465455,-121.9985455
37.77486465,-122.4517471
37.77636685,-122.4173846
37.27160339,-121.9012967
38.0056765,-122.1162743
37.5984548,-122.0687972
37.58030118,-122.0224512
37.7840979,-122.4015444
37.5542743,-122.3360252
37.7007987,-122.0469546
37.98742782,-122.2830786
37.8054894,-122.2654375
37.68197307,-122.1166639
37.72298342,-122.4767754
37.61642405,-122.3862791
37.89953148,-122.1513289
37.70104423,-122.4816747
37.28575825,-121.9277663
37.7790232,-122.2828111
37.26873609,-121.8416402
37.53429397,-122.0278392
37.26143392,-121.8487513
37.64255588,-122.4247723
37.36858633,-121.82419
37.8266499,-122.4216199
37.26015476,-121.8291789
38.00395248,-122.1221935
37.94763853,-122.0664305
37.47624286,-122.2250835
37.445767,-122.2276374
37.39538307,-121.9141228
37.50946139,-121.9587509
37.71273613,-122.0679815
37.488318,-122.3732643
37.79640814,-122.2264007
37.64275234,-122.0910354
37.47272167,-122.2045685
37.4044737,-121.9771842
37.75840174,-122.4981249
37.60460573,-122.0561142
37.78457753,-122.4399372
37.80440709,-122.4015105
