3205	1050300107	9	28	2015	8	22	1236.0	242905
3205	1050300098	9	28	2015	8	43	414.0	1650
3205	1050300050	9	28	2015	8	49	104.0	518
3205	1050300097	9	28	2015	8	51	597.0	701
3205	1050300050	9	28	2015	9	1	183.0	780
3205	1050300098	9	28	2015	9	4	3126.0	3309
3205	1050300049	9	28	2015	9	56	334.0	3460
3205	1050300048	9	28	2015	10	2	370.0	704
3205	1050100027	9	28	2015	10	8	928.0	1298
3205	1030110070	9	28	2015	10	24	3379.0	4307
3205	1060200002	9	28	2015	11	20	76.0	3455
3205	1060300009	9	28	2015	11	21	1131.0	1207
3205	1060200028	9	28	2015	11	40	229.0	1360
3205	1060100054	9	28	2015	11	44	490.0	719
3205	1060300071	9	28	2015	11	52	534.0	1024
3205	1060100052	9	28	2015	12	1	477.0	1011
3205	1060100001	9	28	2015	12	9	782.0	1259
3205	1060100047	9	28	2015	12	22	402.0	1184
3205	1060100016	9	28	2015	12	29	726.0	1128
3205	1060100037	9	28	2015	12	41	2008.0	2734
3205	1060100016	9	28	2015	13	14	441.0	2449
3205	1060100047	9	28	2015	13	21	392.0	833
3205	1060100015	9	28	2015	13	28	276.0	668
3205	1060100041	9	28	2015	13	33	391.0	667
3205	1060100045	9	28	2015	13	39	774.0	1165
3205	1060100042	9	28	2015	13	52	843.0	1617
3205	1060100047	9	28	2015	14	6	473.0	1316
3205	1060100041	9	28	2015	14	14	615.0	1088
3205	1060100045	9	28	2015	14	24	132.0	747
3205	1060100041	9	28	2015	14	26	99.0	231
3205	1060100015	9	28	2015	14	28	605.0	704
3205	1060100046	9	28	2015	14	38	440.0	1045
3205	1060100047	9	28	2015	14	45	268.0	708
3205	1060100016	9	28	2015	14	50	889.0	1157
3205	1060100047	9	28	2015	15	5	365.0	1254
3205	1060100038	9	28	2015	15	11	542.0	907
3205	1060100016	9	28	2015	15	20	444.0	986
3205	1060100037	9	28	2015	15	27	486.0	930
3205	1060300001	9	28	2015	15	35	73.0	559
3205	1060100037	9	28	2015	15	37	421.0	494
3205	1060100016	9	28	2015	15	44	423.0	844
3205	1060100037	9	28	2015	15	51	73.0	496
3205	1060100024	9	28	2015	15	52	390.0	463
3205	1060100036	9	28	2015	15	58	142.0	532
3205	1060100037	9	28	2015	16	1	743.0	885
3205	1060100036	9	28	2015	16	13	227.0	970
3205	1060100027	9	28	2015	16	17	207.0	434
3205	1060100037	9	28	2015	16	20	122.0	329
3205	1060100016	9	28	2015	16	22	497.0	619
3205	1060100037	9	28	2015	16	31	465.0	962
3205	1060100024	9	28	2015	16	38	1123.0	1588
3205	1060100037	9	28	2015	16	57	71.0	1194
3205	1060100047	9	28	2015	16	58	712.0	783
3205	1060100054	9	28	2015	17	10	181.0	893
3205	1060200011	9	28	2015	17	13	157.0	338
3205	1050300064	9	28	2015	17	16	546.0	703
3205	1050300147	9	28	2015	17	25	888.0	1434
3205	1050300064	9	28	2015	17	40	49.0	937
3205	1050300147	9	28	2015	17	41	969.0	1018
3205	1050300156	9	28	2015	17	57	293.0	1262
3205	1050300064	9	28	2015	18	2	393.0	438
3205	1050300147	9	28	2015	18	9	44.0	437
3205	1050300064	9	28	2015	18	10	372.0	416
3205	1050300147	9	28	2015	18	16	511.0	883
3205	1050300152	9	28	2015	18	24	776.0	1287
3205	1050300148	9	28	2015	18	37	88.0	864
3205	1050300064	9	28	2015	18	39	50.0	138
3205	1050300134	9	28	2015	18	40	352.0	402
3205	1050300152	9	28	2015	18	45	354.0	706
3205	1050300146	9	28	2015	18	51	102.0	456
3205	1050300080	9	28	2015	18	53	389.0	491
3205	1030110047	9	28	2015	18	59	77.0	466
3205	1030110056	9	28	2015	19	1	353.0	430
3205	1030110028	9	28	2015	19	7	474.0	827
3205	1010110100	9	28	2015	19	15	214.0	688
3205	1030110032	9	28	2015	19	18	42.0	256
3205	1010110069	9	28	2015	19	19	133868.0	133910
3205	1040110006	11	6	2015	12	46	1493.0	64998
3205	1010110150	11	6	2015	13	11	212.0	1705
3205	1030110032	11	6	2015	13	15	528.0	740
3205	1050100037	11	6	2015	13	23	65.0	593
3205	1060300038	11	6	2015	13	24	532.0	597
3205	1050100037	11	6	2015	13	33	390.0	922
3205	1060100052	11	6	2015	13	40	627.0	1017
3205	1060200010	11	6	2015	13	50	129.0	756
3205	1060100052	11	6	2015	13	52	1102.0	1231
3205	1060100045	11	6	2015	14	11	358.0	1460
3205	1060100024	11	6	2015	14	17	588.0	946
3205	1060200038	11	6	2015	14	27	74.0	662
3205	1060100024	11	6	2015	14	28	574.0	648
3205	1060200011	11	6	2015	14	37	538.0	1112
3205	1060100046	11	6	2015	14	46	150.0	688
3205	1060100055	11	6	2015	14	49	568.0	718
3205	1060200040	11	6	2015	14	58	83.0	651
3205	1060100047	11	6	2015	15	0	642.0	725
3205	1060200005	11	6	2015	15	10	987.0	1629
3205	1060200037	11	6	2015	15	27	124.0	1111
3205	1060100052	11	6	2015	15	29	491.0	615
3205	1060200006	11	6	2015	15	37	128.0	619
3205	1060200039	11	6	2015	15	39	141.0	269
3205	1060100052	11	6	2015	15	42	305.0	446
3205	1060100047	11	6	2015	15	47	226.0	531
3205	1060100007	11	6	2015	15	50	734.0	960
3205	1060200039	11	6	2015	16	3	63.0	797
3205	1060100007	11	6	2015	16	4	582.0	645
3205	1060200005	11	6	2015	16	13	378.0	960
3205	1060200015	11	6	2015	16	20	69.0	447
3205	1060100052	11	6	2015	16	21	607.0	676
3205	1030200095	11	6	2015	16	31	68.0	675
3205	1030300040	11	6	2015	16	32	491.0	559
3205	1060200005	11	6	2015	16	40	64.0	555
3205	1030200097	11	6	2015	16	41	623.0	687
3205	1030200095	11	6	2015	16	52	89.0	712
3205	1030200088	11	6	2015	16	53	292.0	381
3205	1040110026	11	6	2015	16	58	996.0	1288
3205	1040200026	11	6	2015	17	15	59.0	1055
3205	1040110007	11	6	2015	17	16	55.0	114
3205	1060100020	11	6	2015	17	17	506.0	561
3205	1060200005	11	6	2015	17	25	64.0	570
3205	1060100027	11	6	2015	17	26	549.0	613
3205	1060100025	11	6	2015	17	35	63.0	612
3205	1060100013	11	6	2015	17	36	256.0	319
3205	1010110025	11	6	2015	17	40	704.0	960
3205	1060200005	11	6	2015	17	52	723.0	1427
3205	1020300032	11	6	2015	18	4	177.0	900
3205	1020300018	11	6	2015	18	7	130.0	307
3205	1020300014	11	6	2015	18	9	756.0	886
3205	1020300018	11	6	2015	18	22	700.0	1456
3205	1020300014	11	6	2015	18	34	237.0	937
3205	1020300018	11	6	2015	18	38	1457.0	1694
3205	1020300088	11	6	2015	19	2	92.0	1549
3205	1020100005	11	6	2015	19	3	515.0	607
3205	1020100063	11	6	2015	19	12	161.0	676
3205	1020300014	11	6	2015	19	15	781.0	942
3205	1020300006	11	6	2015	19	28	370.0	1151
3205	1020300007	11	6	2015	19	34	249.0	619
3205	1020300001	11	6	2015	19	38	287.0	536
3205	1020300007	11	6	2015	19	43	171.0	458
3205	1020300006	11	6	2015	19	46	502.0	673
3205	1020300014	11	6	2015	19	54	234.0	736
3205	1020300018	11	6	2015	19	58	1045.0	1279
3205	1020300014	11	6	2015	20	15	1416.0	2461
3205	1020300006	11	6	2015	20	39	487.0	1903
3205	1020300014	11	6	2015	20	47	225.0	712
3205	1020300018	11	6	2015	20	51	433.0	658
3205	1020300014	11	6	2015	20	58	570.0	1003
3205	1020300018	11	6	2015	21	8	157.0	727
3205	1020300032	11	6	2015	21	10	516.0	673
3205	1020300018	11	6	2015	21	19	664.0	1180
3205	1020300014	11	6	2015	21	30	1444.0	2108
3205	1020300018	11	6	2015	21	54	330.0	1774
3205	1020300014	11	6	2015	21	59	1936.0	2266
3205	1020300018	11	6	2015	22	32	200.0	2136
3205	1020300019	11	6	2015	22	35	372.0	572
3205	1020300088	11	6	2015	22	41	273.0	645
3205	1020300019	11	6	2015	22	46	354.0	627
3205	1020300010	11	6	2015	22	52	250.0	292
3205	1020300032	11	6	2015	22	56	399.0	649
3205	1020300018	11	6	2015	23	3	258.0	657
3205	1020300014	11	6	2015	23	7	2550.0	2808
3205	1020200001	11	6	2015	23	50	697.0	3247
1366	1030110047	9	28	2015	9	48	200.0	39466
1366	1030110018	9	28	2015	9	51	649.0	849
1366	1030110049	9	28	2015	10	2	5737.0	6386
1366	1030110021	9	28	2015	11	38	230.0	5967
1366	1030200051	9	28	2015	11	41	487.0	717
1366	1050100045	9	28	2015	11	49	528.0	1015
1366	1030200051	9	28	2015	11	58	276.0	804
1366	1050200027	9	28	2015	12	3	99.0	375
1366	1050200018	9	28	2015	12	5	739.0	838
1366	1050200067	9	28	2015	12	17	418.0	1157
1366	1030200097	9	28	2015	12	24	1165.0	1583
1366	1050100028	9	28	2015	12	43	1093.0	2258
